Id,CategoryIds,RelationGroup,PressureSide,Brand,Refrigerants,Name
2177,159,Манометрични блокове / колектори,,REFCO,,Манометричен блок двоен REFCO | ВМ2-6-DS-R410
2178,159,Манометрични блокове / колектори,,,"R134A, R404A","Манометричен блок двоен CH-868G R134а, R404A"
2179,159,Манометрични блокове / колектори,високо,REFCO,"R12, R22, R502","Манометричен блок единичен за високо налягане REFCO R12, R22, R502"
2180,159,Манометрични блокове / колектори,,REFCO,"R134A, R22, R404A","Манометричен блок двоен REFCO BM2-6-DS-R22 | 9884898 за R22, R134a, R404A"
2181,159,Манометрични блокове / колектори,,REFCO,"R22, R407C, R410A","Манометричен блок двоен REFCO ВМ2-3-DS-CLIM, 4663506, за R22, R407C, R410A"
2201,159,Манометрични блокове / колектори,,VALUE,"R134A, R32, R404A, R407C","Манометричен блок, двоен VALUE VMG-2-R32"
2798,159,Манометрични блокове / колектори,,,"R134A, R12, R22",Манометричен блок единичен CH-467BV-250 R134a ; R22 ; R12
2799,159,Манометрични блокове / колектори,ниско,DSZH,"R134A, R22, R404A, R407C, R410A","Единичен манометричен блок за фреони R134a, R404A, R407C, R22 DSZH WK-466L - ниско налягане"
2845,155,Манометрични блокове / колектори,,,,Редуцир вентил / Манометричен блок за оксижен
2865,159,Манометрични блокове / колектори,,REFCO,"R22, R407C, R410A","Манометричен блок двоен REFCO BM2-8-DS-CLIM | 4664015 - R22, R407C, R410A"
2890,159,Манометрични блокове / колектори,,SHINEYEAR,"R134A, R22, R404A, R407C","Манометричен блок двоен BVL02G80 R22, R134a, R404A, R407C"
2891,159,Манометрични блокове / колектори,,,"R134A, R22, R404A","Манометричен блок двоен М2J R22, R404A, R134a"
2892,159,Манометрични блокове / колектори,,,"R134A, R12, R22, R502",Манометричен блок двоен 098L
2893,159,Манометрични блокове / колектори,високо,DSZH,"R134A, R22, R404A, R407C, R410A","Единичен манометричен блок за фреони R134a, R404A, R407C, R22 DSZH WK-467-GH - високо налягане"
2894,159,Манометрични блокове / колектори,ниско,DSZH,"R134A, R22, R404A, R407C, R410A","Единичен манометричен блок за фреони R134a, R404A, R407C, R22 DSZH WK-467-GL - ниско налягане"
2895,159,Манометрични блокове / колектори,ниско,REFCO,"R12, R22, R502","Манометричен блок единичен за ниско налягане REFCO R12, R22, R502"
2896,159,Манометрични блокове / колектори,,REFCO,"R134A, R404A, R407C","Манометричен блок двоен REFCO BM2-6-DS-R407C | 4503520 - R134a, R404A, R407С"
2897,159,Манометрични блокове / колектори,,SHINEYEAR,"R134A, R12, R22","Манометричен блок двоен CH-RS01G R22, R134a, R12"
2898,159,Манометрични блокове / колектори,,REFCO,R22,Манометричен блок двоен комплект REFCO R22
2992,159,Манометрични блокове / колектори,,,,"Тяло за манометричен блок, единичен без манометър, с наблюдателно стъкло"
3245,159,Манометрични блокове / колектори,,VALUE,"R134A, R12, R22, R404A, R407C","Манометричен блок, двоен VALUE VMG -2-R22-B - комплект с маркучи"
3246,159,Манометрични блокове / колектори,,VALUE,"R134A, R22, R404A, R407C",Манометричен блок двоен VMG -2-R134а-B
3248,159,Манометрични блокове / колектори,високо,VALUE,"R134A, R22, R407C, R410A",Манометричен блок eдиничен VALUE VMG-1-U-H - високо налягане
3249,159,Манометрични блокове / колектори,ниско,VALUE,"R134A, R22, R407C, R410A",Манометричен блок eдиничен VALUE VMG 1-U-L - ниско налягане
3260,159,Манометрични блокове / колектори,,VALUE,"R134A, R22, R407C, R410A",Комплект за монтаж на климатици VTB-5B-I R 410A
3525,159,Манометрични блокове / колектори,,CPS,"R134A, R404A, R407C",Манометричен блок двоен CPS MBF R134a; R404A; R407C
3722,159,Манометрични блокове / колектори,,VALUE,"R134A, R22, R404A, R407C","Манометричен блок, двоен VALUE R22, R134a, R404A, R407C"
3723,159,Манометрични блокове / колектори,,VALUE,"R134A, R22, R407C, R410A","Манометричен блок, двоен VALUE R22, R134a, R410A, R407C"
3734,159,Манометрични блокове / колектори,,,,Тяло за манометричен блок двоен
3743,159,Манометрични блокове / колектори,,VALUE,"R134A, R22, R407C, R410A",Манометричен блок комплект за R410 Value VMG-2-R410A-B
4459,159,Манометрични блокове / колектори,,,"R22, R407C, R410A",Манометричен блок с маркучи CT560GN R410А
4460,159,Манометрични блокове / колектори,,,"R134A, R22, R404A, R407C",Манометричен блок с маркучи CT560GN R134A/404A/R407C
4461,159,Манометрични блокове / колектори,,,"R290, R600A, R600","Манометричен блок, двоен за R600, R600A, R290, в комлект с маркучи"
4586,159,Манометрични блокове / колектори,,ROTHENBERGER,"R134A, R22, R404A, R410A","Манометричен блок, двоен ROTHENBERGER EKO R22, R134A, R404A, R410A к-т с маркучи 3x150 cm"
4691,159,Манометрични блокове / колектори,високо,HARP,"R134A, R22, R407C, R410A","Манометричен блок, манометър HARP TMG-1-S-H, единичен за високо налягане"
4692,159,Манометрични блокове / колектори,ниско,HARP,"R134A, R22, R407C, R410A","Манометричен блок, манометър HARP TMG-1-S-L, единичен за ниско налягане"
4693,159,Манометрични блокове / колектори,,HARP,"R134A, R22, R404A, R407C","Манометричен блок, манометър, двоен HARP TMG-2-R22-G R134a, R22, R404A, R407C"
4694,159,Манометрични блокове / колектори,,HARP,"R134A, R22, R404A, R407C","Манометричен блок, двоен манометър HARP TMG-2-R22 R134a, R22, R404A, R407C к-т"
4953,159,Манометрични блокове / колектори,,VALUE,"R134A, R12, R22, R404A, R407C","Манометричен блок, двоен VALUE VMG-2-R22"
4986,159,Манометрични блокове / колектори,,CPS,"R134A, R404A, R407C","Манометричен блок двоен CPS MBV R134a, R404A, R407C"
5695,159,Манометрични блокове / колектори,,REFCO,"R134A, R22, R404A","Манометричен блок, двоен REFCO | 4684296 - R22, R134a, R404а"
6031,159,Манометрични блокове / колектори,,REFCO,"R32, R410A","Манометричен блок, двоен REFCO BM2-6-DS-R32 | 4686948 за R32, R410A"
6034,159,Манометрични блокове / колектори,,VALUE,"R134A, R32, R407C, R410A","Манометричен блок, двоен VALUE R32, R410A, R407C, R134А"
6494,159,Манометрични блокове / колектори,,VALUE,R1234YF,Манометричен блок комплект за R1234yf VALUE VMG-2-R1234yf
6672,159,Манометрични блокове / колектори,,ROTHENBERGER,"R32, R410A","Манометричен блок, двоен ROTHENBERGER R410A/R32 к-т с маркучи 3x150 cm"
6799,159,Манометрични блокове / колектори,,ROTHENBERGER,R32,"Двоен манометричен блок с 4 крана ROTHENBERGER R410, R32 с маркучи 3x150 cm"
6830,159,Манометрични блокове / колектори,,,"R134A, R32, R404A, R410A","Манометричен блок, двоен R32, R134a, R404A, R410A в к-т с маркучи"
6831,159,Манометрични блокове / колектори,,,"R134A, R22, R404A, R407C","Манометричен блок, двоен R22, R134a, R404А, R407C в к-т с маркучи"
6842,159,Манометрични блокове / колектори,,ROTHENBERGER,"R134A, R22, R404A, R410A","Двоен манометричен блок за фреон R134a, R404A, R410A, R22 ROTHENBERGER"
6844,159,Манометрични блокове / колектори,ниско,DSZH,"R134A, R32, R404A, R410A","Единичен манометричен блок за фреони R32, R134a, R404A, R410A DSZH WK-468-GL - ниско налягане"
6845,159,Манометрични блокове / колектори,високо,,"R134A, R32, R404A, R410A","Единичен манометричен блок за високо налягане за фреон R410А, R404A, R134а, R32"
6846,159,Манометрични блокове / колектори,ниско,,"R22, R32, R290, R410A","Единичен манометричен блок за ниско налягане за фреон R290, R22, R32 и R410A"
6849,159,Манометрични блокове / колектори,,VALUE,"R134A, R404A, R407C, R410A","Манометричен блок - 80mm за фреон R410A, R407C, R404A, R134a - VALUE VMG-2-R410A-05"
7361,159,Манометрични блокове / колектори,,REFCO,,Наблюдателно стъкло за манометричен блок к-кт REFCO | M4-6-11
7401,159,Манометрични блокове / колектори,,VALUE,"R134A, R22, R404A, R404, R407C","Манометричен блок, двоен R22, R134a, R404, R407C VALUE VRM2-B-0501 в к-т с маркучи"
7402,159,Манометрични блокове / колектори,,VALUE,"R134A, R22, R32, R407C, R410A","Манометричен блок, двоен R22, R134a, R410A, R407C VALUE VRM2-B-0401 в к-т с маркучи"
7403,159,Манометрични блокове / колектори,високо,VALUE,"R134A, R22, R407C, R410A","Манометричен блок eдиничен за високо налягане R22, R134a, R410A, R407C VALUE VRM1-B-0403"
7796,159,Манометрични блокове / колектори,,,"R134A, R22, R290, R404A, R407C",Манометричен блок с маркучи и др R22/R134a/R404A/R407C
9319,159,Манометрични блокове / колектори,високо,,"R32, R290, R410A","Единичен манометричен блок за високо налягане за фреон R290, R32 и R410A"
9774,159,Манометрични блокове / колектори,,REFCO,"R22, R32, R410A","Манометричен блок двоен REFCO BM2-3-DS-CLIM32 4688174 - R22, R32, R410A"
9854,159,Манометрични блокове / колектори,,DSZH,"R134A, R22, R404A, R404, R407C","Манометричен блок, двоен с 4 крана DSZH CT-736G-R134a, в комплект с маркучи"
9855,159,Манометрични блокове / колектори,,DSZH,"R134A, R22, R404A, R407C","Манометричен блок, двоен R22, R134a, R407C, в комплект с маркучи и бързи връзки"
9963,159,Манометрични блокове / колектори,,REFCO,"R22, R32, R410A","Манометричен блок двоен R22, R32, R410A REFCO BM2-6-DS-CLIM32"
11126,159,Манометрични блокове / колектори,,,,"Манометричен блок, двоен, за R744 (СО2), в комплект с маркучи и бързи връзки"
11138,159,Манометрични блокове / колектори,,SUPER STARS,"R22, R404A, R407C, R410A","Манометричен блок SUPER STARS ST-B280, двоен за R410A, R407C, R22, R404A в комлект с маркучи"
11150,159,Манометрични блокове / колектори,,,R1234YF,"Манометричен блок, двоен, за R1234yf, в комплект с маркучи и бързи връзки"
11167,159,Манометрични блокове / колектори,,SUPER STARS,"R22, R404A, R407C, R410A","Манометричен блок SUPER STARS ST-B268, двоен за R410A, R407C, R22, R404A в комлект с маркучи"
11607,159,Манометрични блокове / колектори,,,"R134A, R32, R404A, R410A","Манометричен блок - двоен R32, R134A, R404A, R410A, в комплект с маркучи"
12422,159,Манометрични блокове / колектори,,DSZH,"R134A, R32, R404A, R410A","Манометричен блок, двоен R32, R134а, R404A, R410A в комплект с маркучи и бързи връзки"
17617,159,Манометрични блокове / колектори,,DSZH,"R134A, R32, R407C, R410A","Манометричен блок за фреон R32, R410A, R134a, R407C | DSZH WK-P3602B"
17632,159,Манометрични блокове / колектори,високо,DSZH,"R134A, R32, R407C, R410A","Единичен манометричен блок за фреони R32, R134a, R407C, R410A DSZH WK-468-GH - високо налягане"
17633,159,Манометрични блокове / колектори,високо,DSZH,"R134A, R22, R404A, R407C, R410A","Единичен манометричен блок за фреони R134a, R404A, R407C, R22 DSZH WK-466H - високо налягане"
17634,159,Манометрични блокове / колектори,ниско,DSZH,"R22, R32, R404A, R407C, R410A","Единичен манометричен блок за фреони R410A, R404A, R407C, R22 SUPER STAR ST-B168L - ниско налягане"
17635,159,Манометрични блокове / колектори,високо,DSZH,"R22, R32, R404A, R407C, R410A","Единичен манометричен блок за фреони R410A, R404A, R407C, R22 SUPER STAR ST-B168H - високо налягане"
17636,159,Манометрични блокове / колектори,,DSZH,"R134A, R32, R407C, R410A","Манометричен блок, двоен с 4 крана DSZH CT-836G-R410A, в комплект с маркучи"
17658,159,Манометрични блокове / колектори,,DSZH,"R134A, R32, R407C, R410A","Манометричен блок за фреон R32, R410A, R134a, R407C | DSZH CT-336G-R410A"
17659,159,Манометрични блокове / колектори,,DSZH,"R134A, R22, R404A, R407C","Манометричен блок за фреон R134a, R407C, R404A, R22 | DSZH CT-260G-R134a"
17660,159,Манометрични блокове / колектори,,DSZH,"R134A, R32, R407C, R410A","Манометричен блок за фреон R32, R410A, R134a, R407C | DSZH WK-560G-R410A"
17661,159,Манометрични блокове / колектори,,DSZH,"R134A, R22, R404A","Манометричен блок за фреон R134a, R22, R404A DSZH WK-P6001B в комплект с маркучи и бързи връзки"
17676,159,Манометрични блокове / колектори,,DSZH,"R134A, R32, R407C, R410A","Манометричен блок за фреон R32, R410A, R134a, R407C | DSZH WK-C3602B"
17678,159,Манометрични блокове / колектори,,DSZH,"R134A, R22, R404A","Манометричен блок за фреон R134a, R22, R404A | DSZH WK-C3601B"
17688,159,Манометрични блокове / колектори,,DSZH,"R1234YF, R134A, R22, R404A, R407C","Манометричен блок за фреон R1234yf, R134a, R407C, R404A, R22 | DSZH WK-560G-R1234yf"
17840,159,Манометрични блокове / колектори,,REFCO,,"Манометричен блок, двоен REFCO M2-3-DELUXE-DS-R744-TC за CO2/R744, в комплект с маркучи"
18240,159,Манометрични блокове / колектори,ниско,,"R134A, R32, R404A, R410A","Единичен манометричен блок за фреони R32, R134a, R404A, R410A CT-468AL - ниско налягане"
18345,159,Манометрични блокове / колектори,,REFCO,"R134A, R22, R404A, R407C","Манометричен блок двоен REFCO SM4-3-DS-MULTI | 4508077 за R22, R134a, R404A, R407C к-т с маркучи"
18347,159,Манометрични блокове / колектори,,REFCO,,"Манометричен блок, двоен REFCO BM2-6-DS-R448A | 4688727 за R448A, R449A, R452A"
18348,159,Манометрични блокове / колектори,високо,REFCO,"R22, R407C, R410A","Единичен манометричен блок за фреони R22, R407C, R410A REFCO M1-8-HP-DS-CLIM - високо налягане"
18349,159,Манометрични блокове / колектори,високо,REFCO,"R134A, R404A, R507","Единичен манометричен блок за фреони R134a, R404A, R507 REFCO M1-8-HP-DS-R134a - високо налягане"
18400,159,Манометрични блокове / колектори,,REFCO,"R290, R407C, R600A, R600","Манометричен блок двоен REFCO BM2-6-DS-R290 | 4687380 - R290, R600, R600a"
18427,159,Манометрични блокове / колектори,,REFCO,"R134A, R404A, R407C","Манометричен блок двоен REFCO M4-3-DELUXE-DS-R407C | 4490631 за R134a, R404A, R407C к-т с маркучи"
18591,159,Манометрични блокове / колектори,,VALUE,"R134A, R32, R407C, R410A","Манометричен блок, двоен с 4 крана VALUE VMG-4-R32 за R32, R410A, R407C, R134a, в к-т с маркучи"
18594,159,Манометрични блокове / колектори,,VALUE,R1234YF,Манометричен блок комплект за R1234yf VALUE - с бързи връзки
18822,159,Манометрични блокове / колектори,,VALUE,"R134A, R32, R407C, R410A","Манометричен блок, двоен VALUE за R32, R410A, R407C, R134a, в комплект с маркучи"
18823,159,Манометрични блокове / колектори,,VALUE,"R134A, R32, R407C, R410A","Манометричен блок, двоен VALUE VMG-2-R32-B за R32, R410A, R407C, R134a, в комплект с маркучи"
18825,159,Манометрични блокове / колектори,,VALUE,"R134A, R32, R407C, R410A","Манометричен блок, двоен VALUE за R32, R410A, R407C, R134a, в комплект с маркучи с кран"
18827,159,Манометрични блокове / колектори,високо,VALUE,"R134A, R32, R407C, R410A","Манометричен блок eдиничен за високо налягане R32, R134a, R410A, R407C VALUE VRM1-B-0803"
18828,159,Манометрични блокове / колектори,ниско,VALUE,"R134A, R32, R407C, R410A","Манометричен блок eдиничен за ниско налягане R32, R134a, R410A, R407C VALUE VRM1-B-0804"
18838,159,Манометрични блокове / колектори,високо,VALUE,"R134A, R32, R407C, R410A","Единичен манометричен блок за фреони R32, R134a, R407C, R410A VALUE VMG-1-S-H - високо налягане"
18839,159,Манометрични блокове / колектори,ниско,VALUE,"R134A, R32, R404A, R407C, R410A","Единичен манометричен блок за фреони R32, R134a, R407C, R410A VALUE VMG-1-S-L - ниско налягане"
18843,159,Манометрични блокове / колектори,високо,VALUE,"R290, R600A, R600","Единичен манометричен блок за фреони R290, R600, R600a VALUE VMG-1-S-H - високо налягане"
18846,"150, 397",Манометрични блокове / колектори,,DSZH,,"Вакуумметър с манометричен блок и сферични кранове, компенсатор, гумиран - 80mm"
18852,159,Манометрични блокове / колектори,,VALUE,"R134A, R22, R404A, R407C","Манометричен блок, двоен VALUE VMG-2-R22 за R404A, R407C, R134a, R22"
21702,159,Манометрични блокове / колектори,ниско,WIPCOOL,"R22, R32, R410A","Единичен манометричен блок за фреони R32, R410A, R22 WIPCOOL MG-1L - ниско налягане"
21716,159,Манометрични блокове / колектори,високо,WIPCOOL,"R22, R32, R410A","Единичен манометричен блок за фреони R32, R410A, R22 WIPCOOL MG-1H - високо налягане"
21937,159,Манометрични блокове / колектори,,WIPCOOL,"R22, R32, R410A","Манометричен блок WIPCOOL MG-2K, двоен за R22, R410A, R32, в комлект с маркучи"
22251,159,Манометрични блокове / колектори,,REFCO,"R134A, R22, R404A","Манометричен блок, двоен REFCO APEX-8-DS-R22 | 4686903 за R22, R134a, R404A"
18585,157,Маркучи/комплекти за манометрични блокове,,VALUE,"R32, R410A","Комплект маркучи за фреон R410A, R32 с кран 5/16"" x 45° - 90cm VALUE"
18587,157,Маркучи/комплекти за манометрични блокове,,VALUE,"R32, R410A","Комплект маркучи за фреон R410A, R32 с кран 5/16"" x 45° - 150cm VALUE"
2842,155,Оксижен / газови редуцир вентили и манометри,,,,Оксижен 2 L
2843,155,Оксижен / газови редуцир вентили и манометри,,,,Оксижен 6 L
10048,155,Оксижен / газови редуцир вентили и манометри,,,,Оксижен 4 L
22169,155,Оксижен / газови редуцир вентили и манометри,,,,Оксижен 2 L | 490557
18819,484,Почистващи машини с манометър,,,,Почистваща машина / водоструйка за климатици PCW-6T
21332,484,Почистващи машини с манометър,,WIPCOOL,,Почистваща машина / водоструйка за климатици WIPCOOL C28T
21380,484,Почистващи машини с манометър,,WIPCOOL,,Почистваща машина / водоструйка за климатици WIPCOOL C40T
4944,231,Сервизни комплекти с манометричен блок,,VALUE,R410A,Комплект инструменти за хладилна техника VALUE VTB-5A
21812,149,Събирателни станции с манометри,,WIPCOOL,"R1234YF, R134A, R32, R404A, R407C, R410A, R502, R507",Събирателна станция за фреон WIPCOOL MRM55 R32 550W
